PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
35671869,Effects of interventions on cerebral perfusion in the Alzheimer's disease spectrum: A systematic review,"Marcolini S, Frentz I, Sanchez-Catasus CA, Mondragon JD, Feltes PK, van der Hoorn A, Borra RJH, Ikram MA, Dierckx RAJO, De Deyn PP.",Ageing Res Rev. 2022 Aug;79:101661. doi: 10.1016/j.arr.2022.101661. Epub 2022 Jun 4.,Marcolini S,Ageing Res Rev,2022,07-06-2022,,,10.1016/j.arr.2022.101661
35667236,New insights into the role and mechanisms of ginsenoside Rg1 in the management of Alzheimer's disease,"Wu JJ, Yang Y, Wan Y, Xia J, Xu JF, Zhang L, Liu D, Chen L, Tang F, Ao H, Peng C.",Biomed Pharmacother. 2022 Aug;152:113207. doi: 10.1016/j.biopha.2022.113207. Epub 2022 Jun 3.,Wu JJ,Biomed Pharmacother,2022,06-06-2022,,,10.1016/j.biopha.2022.113207
35660246,Signal pathways in the treatment of Alzheimer's disease with traditional Chinese medicine,"Ding MR, Qu YJ, Hu B, An HM.",Biomed Pharmacother. 2022 Aug;152:113208. doi: 10.1016/j.biopha.2022.113208. Epub 2022 May 31.,Ding MR,Biomed Pharmacother,2022,06-06-2022,,,10.1016/j.biopha.2022.113208
35659112,Tauroursodeoxycholic acid: a potential therapeutic tool in neurodegenerative diseases,"Khalaf K, Tornese P, Cocco A, Albanese A.",Transl Neurodegener. 2022 Jun 4;11(1):33. doi: 10.1186/s40035-022-00307-z.,Khalaf K,Transl Neurodegener,2022,06-06-2022,PMC9166453,,10.1186/s40035-022-00307-z
35650449,"Therapeutic Potential of Semaglutide, a Newer GLP-1 Receptor Agonist, in Abating Obesity, Non-Alcoholic Steatohepatitis and Neurodegenerative diseases: A Narrative Review","Mahapatra MK, Karuppasamy M, Sahoo BM.",Pharm Res. 2022 Jun;39(6):1233-1248. doi: 10.1007/s11095-022-03302-1. Epub 2022 Jun 1.,Mahapatra MK,Pharm Res,2022,01-06-2022,PMC9159769,,10.1007/s11095-022-03302-1
35649245,"Safety, pharmacokinetics and target engagement of novel RIPK1 inhibitor SAR443060 (DNL747) for neurodegenerative disorders: Randomized, placebo-controlled, double-blind phase I/Ib studies in healthy subjects and patients","Vissers MFJM, Heuberger JAAC, Groeneveld GJ, Oude Nijhuis J, De Deyn PP, Hadi S, Harris J, Tsai RM, Cruz-Herranz A, Huang F, Tong V, Erickson R, Zhu Y, Scearce-Levie K, Hsiao-Nakamoto J, Tang X, Chang M, Fox BM, Estrada AA, Pomponio RJ, Alonso-Alonso M, Zilberstein M, Atassi N, Troyer MD, Ho C.",Clin Transl Sci. 2022 Aug;15(8):2010-2023. doi: 10.1111/cts.13317. Epub 2022 Jun 1.,Vissers MFJM,Clin Transl Sci,2022,01-06-2022,PMC9372423,,10.1111/cts.13317
35645771,Multi-Concept Frailty Predicts the Late-Life Occurrence of Cognitive Decline or Dementia: An Updated Systematic Review and Meta-Analysis of Longitudinal Studies,"Guo CY, Sun Z, Tan CC, Tan L, Xu W.",Front Aging Neurosci. 2022 May 11;14:855553. doi: 10.3389/fnagi.2022.855553. eCollection 2022.,Guo CY,Front Aging Neurosci,2022,01-06-2022,PMC9131093,,10.3389/fnagi.2022.855553
35639376,Association of Dual Decline in Cognition and Gait Speed With Risk of Dementia in Older Adults,"Collyer TA, Murray AM, Woods RL, Storey E, Chong TT, Ryan J, Orchard SG, Brodtmann A, Srikanth VK, Shah RC, Callisaya ML.",JAMA Netw Open. 2022 May 2;5(5):e2214647. doi: 10.1001/jamanetworkopen.2022.14647.,Collyer TA,JAMA Netw Open,2022,31-05-2022,PMC9157262,,10.1001/jamanetworkopen.2022.14647
35633431,"Testosterone, cognitive decline and dementia in ageing men","Yeap BB, Flicker L.",Rev Endocr Metab Disord. 2022 Dec;23(6):1243-1257. doi: 10.1007/s11154-022-09728-7. Epub 2022 May 28.,Yeap BB,Rev Endocr Metab Disord,2022,28-05-2022,PMC9789006,,10.1007/s11154-022-09728-7
35631180,Catechins as a Potential Dietary Supplementation in Prevention of Comorbidities Linked with Down Syndrome,"Noll C, Kandiah J, Moroy G, Gu Y, Dairou J, Janel N.",Nutrients. 2022 May 12;14(10):2039. doi: 10.3390/nu14102039.,Noll C,Nutrients,2022,28-05-2022,PMC9147372,,10.3390/nu14102039
35630774,Potential Therapeutic Benefits of Honey in Neurological Disorders: The Role of Polyphenols,"Iftikhar A, Nausheen R, Muzaffar H, Naeem MA, Farooq M, Khurshid M, Almatroudi A, Alrumaihi F, Allemailem KS, Anwar H.",Molecules. 2022 May 20;27(10):3297. doi: 10.3390/molecules27103297.,Iftikhar A,Molecules,2022,28-05-2022,PMC9143627,,10.3390/molecules27103297
35630721,Pharmacological Approaches to the Treatment of Dementia in Down Syndrome: A Systematic Review of Randomized Clinical Studies,"de Oliveira LC, de Paula Faria D.",Molecules. 2022 May 19;27(10):3244. doi: 10.3390/molecules27103244.,de Oliveira LC,Molecules,2022,28-05-2022,PMC9147973,,10.3390/molecules27103244
35630702,Determination of Anti-Alzheimer's Disease Activity of Selected Plant Ingredients,"Tuzimski T, Petruczynik A.",Molecules. 2022 May 18;27(10):3222. doi: 10.3390/molecules27103222.,Tuzimski T,Molecules,2022,28-05-2022,PMC9147832,,10.3390/molecules27103222
35628263,The Role of miRNAs in Dexmedetomidine's Neuroprotective Effects against Brain Disorders,"Burlacu CC, Neag MA, Mitre AO, Sirbu AC, Badulescu AV, Buzoianu AD.",Int J Mol Sci. 2022 May 13;23(10):5452. doi: 10.3390/ijms23105452.,Burlacu CC,Int J Mol Sci,2022,28-05-2022,PMC9141783,,10.3390/ijms23105452
35625622,Natural Products from Plants and Algae for Treatment of Alzheimer's Disease: A Review,"Klose J, Griehl C, Roßner S, Schilling S.",Biomolecules. 2022 May 12;12(5):694. doi: 10.3390/biom12050694.,Klose J,Biomolecules,2022,28-05-2022,PMC9139049,,10.3390/biom12050694
35625595,Effects of Palmitoylethanolamide on Neurodegenerative Diseases: A Review from Rodents to Humans,"Landolfo E, Cutuli D, Petrosini L, Caltagirone C.",Biomolecules. 2022 May 5;12(5):667. doi: 10.3390/biom12050667.,Landolfo E,Biomolecules,2022,28-05-2022,PMC9138306,,10.3390/biom12050667
35620408,The Comparative Efficacy of Multiple Acupuncture for Alzheimer's Disease: A Bayesian Network Meta-Analysis,"Yin Z, Li X, Wang L, Sun M, Zhao L, Liang F.",Evid Based Complement Alternat Med. 2022 May 17;2022:3288948. doi: 10.1155/2022/3288948. eCollection 2022.,Yin Z,Evid Based Complement Alternat Med,2022,27-05-2022,PMC9129975,,10.1155/2022/3288948
35614479,The role of basket trials in drug development for neurodegenerative disorders,"Cummings J, Montes A, Kamboj S, Cacho JF.",Alzheimers Res Ther. 2022 May 25;14(1):73. doi: 10.1186/s13195-022-01015-6.,Cummings J,Alzheimers Res Ther,2022,25-05-2022,PMC9131689,,10.1186/s13195-022-01015-6
35612544,Use of Bacopa monnieri in the Treatment of Dementia Due to Alzheimer Disease: Systematic Review of Randomized Controlled Trials,"Basheer A, Agarwal A, Mishra B, Gupta A, Padma Srivastava MV, Kirubakaran R, Vishnu V.",Interact J Med Res. 2022 Aug 1;11(2):e38542. doi: 10.2196/38542.,Basheer A,Interact J Med Res,2022,25-05-2022,PMC9379783,,10.2196/38542
35611326,Role of Aducanumab in the Treatment of Alzheimer's Disease: Challenges and Opportunities,"Vaz M, Silva V, Monteiro C, Silvestre S.",Clin Interv Aging. 2022 May 18;17:797-810. doi: 10.2147/CIA.S325026. eCollection 2022.,Vaz M,Clin Interv Aging,2022,25-05-2022,PMC9124475,,10.2147/CIA.S325026
35607946,Increasing Brain Gamma Activity Improves Episodic Memory and Restores Cholinergic Dysfunction in Alzheimer's Disease,"Benussi A, Cantoni V, Grassi M, Brechet L, Michel CM, Datta A, Thomas C, Gazzina S, Cotelli MS, Bianchi M, Premi E, Gadola Y, Cotelli M, Pengo M, Perrone F, Scolaro M, Archetti S, Solje E, Padovani A, Pascual-Leone A, Borroni B.",Ann Neurol. 2022 Aug;92(2):322-334. doi: 10.1002/ana.26411. Epub 2022 Jun 6.,Benussi A,Ann Neurol,2022,24-05-2022,PMC9546168,,10.1002/ana.26411
35605299,Zinc carnosine: Frontiers advances of supplement for cancer therapy,"Tang W, Liu H, Ooi TC, Rajab NF, Cao H, Sharif R.",Biomed Pharmacother. 2022 Jul;151:113157. doi: 10.1016/j.biopha.2022.113157. Epub 2022 May 20.,Tang W,Biomed Pharmacother,2022,23-05-2022,,,10.1016/j.biopha.2022.113157
35602310,Effect of Ambient Bright Light on Behavioral and Psychological Symptoms in People With Dementia: A Systematic Review,"Jao YL, Wang J, Liao YJ, Parajuli J, Berish D, Boltz M, Van Haitsma K, Wang N, McNally L, Calkins M.",Innov Aging. 2022 Mar 24;6(3):igac018. doi: 10.1093/geroni/igac018. eCollection 2022.,Jao YL,Innov Aging,2022,23-05-2022,PMC9116897,,10.1093/geroni/igac018
35599499,Which Test Is the Best to Assess Visuo-Cognitive Impairment in Patients with Parkinson's Disease with Mild Cognitive Impairment and Dementia? A Systematic Review and Meta-Analysis,"Liebermann-Jordanidis H, Roheger M, Boosfeld L, Franklin J, Kalbe E.",J Parkinsons Dis. 2022;12(6):1749-1782. doi: 10.3233/JPD-223238.,Liebermann-Jordanidis H,J Parkinsons Dis,2022,23-05-2022,,,10.3233/JPD-223238
35595404,Pharmacogenetic studies in Alzheimer disease,"Zúñiga Santamaría T, Yescas Gómez P, Fricke Galindo I, González González M, Ortega Vázquez A, López López M.",Neurologia (Engl Ed). 2022 May;37(4):287-303. doi: 10.1016/j.nrleng.2018.03.022. Epub 2020 Jun 1.,Zúñiga Santamaría T,Neurologia (Engl Ed),2022,20-05-2022,,,10.1016/j.nrleng.2018.03.022
35572351,Endophenotype-based in silico network medicine discovery combined with insurance record data mining identifies sildenafil as a candidate drug for Alzheimer's disease,"Fang J, Zhang P, Zhou Y, Chiang CW, Tan J, Hou Y, Stauffer S, Li L, Pieper AA, Cummings J, Cheng F.",Nat Aging. 2021 Dec;1(12):1175-1188. doi: 10.1038/s43587-021-00138-z. Epub 2021 Dec 6.,Fang J,Nat Aging,2021,16-05-2022,PMC9097949,NIHMS1792748,10.1038/s43587-021-00138-z
35572135,"Retinal Microvascular Changes in Mild Cognitive Impairment and Alzheimer's Disease: A Systematic Review, Meta-Analysis, and Meta-Regression","Yeh TC, Kuo CT, Chou YB.",Front Aging Neurosci. 2022 Apr 28;14:860759. doi: 10.3389/fnagi.2022.860759. eCollection 2022.,Yeh TC,Front Aging Neurosci,2022,16-05-2022,PMC9096234,,10.3389/fnagi.2022.860759
35571129,What Do We Know About Medical Cannabis in Neurological Disorders and What Are the Next Steps?,"Lacroix C, Alleman-Brimault I, Zalta A, Rouby F, Cassé-Perrot C, Jouve E, Attolini L, Guilhaumou R, Micallef J, Blin O.",Front Pharmacol. 2022 Apr 27;13:883987. doi: 10.3389/fphar.2022.883987. eCollection 2022.,Lacroix C,Front Pharmacol,2022,16-05-2022,PMC9091192,,10.3389/fphar.2022.883987
35570493,"Effect of Probiotic Bifidobacterium breve in Improving Cognitive Function and Preventing Brain Atrophy in Older Patients with Suspected Mild Cognitive Impairment: Results of a 24-Week Randomized, Double-Blind, Placebo-Controlled Trial","Asaoka D, Xiao J, Takeda T, Yanagisawa N, Yamazaki T, Matsubara Y, Sugiyama H, Endo N, Higa M, Kasanuki K, Ichimiya Y, Koido S, Ohno K, Bernier F, Katsumata N, Nagahara A, Arai H, Ohkusa T, Sato N.",J Alzheimers Dis. 2022;88(1):75-95. doi: 10.3233/JAD-220148.,Asaoka D,J Alzheimers Dis,2022,16-05-2022,PMC9277669,,10.3233/JAD-220148
35569547,Dimethyl fumarate: A review of preclinical efficacy in models of neurodegenerative diseases,Majkutewicz I.,Eur J Pharmacol. 2022 Jul 5;926:175025. doi: 10.1016/j.ejphar.2022.175025. Epub 2022 May 13.,Majkutewicz I,Eur J Pharmacol,2022,15-05-2022,,,10.1016/j.ejphar.2022.175025
35566283,Procyanidins and Their Therapeutic Potential against Oral Diseases,"Chen H, Wang W, Yu S, Wang H, Tian Z, Zhu S.",Molecules. 2022 May 4;27(9):2932. doi: 10.3390/molecules27092932.,Chen H,Molecules,2022,14-05-2022,PMC9104295,,10.3390/molecules27092932
35566252,Flavonoids as Potential Anti-Inflammatory Molecules: A Review,"Al-Khayri JM, Sahana GR, Nagella P, Joseph BV, Alessa FM, Al-Mssallem MQ.",Molecules. 2022 May 2;27(9):2901. doi: 10.3390/molecules27092901.,Al-Khayri JM,Molecules,2022,14-05-2022,PMC9100260,,10.3390/molecules27092901
35565814,A Narrative Review of the Effects of Citrus Peels and Extracts on Human Brain Health and Metabolism,"Matsuzaki K, Nakajima A, Guo Y, Ohizumi Y.",Nutrients. 2022 Apr 28;14(9):1847. doi: 10.3390/nu14091847.,Matsuzaki K,Nutrients,2022,14-05-2022,PMC9103913,,10.3390/nu14091847
35563884,Glatiramer Acetate Immunomodulation: Evidence of Neuroprotection and Cognitive Preservation,"Kasindi A, Fuchs DT, Koronyo Y, Rentsendorj A, Black KL, Koronyo-Hamaoui M.",Cells. 2022 May 7;11(9):1578. doi: 10.3390/cells11091578.,Kasindi A,Cells,2022,14-05-2022,PMC9099707,,10.3390/cells11091578
35563447,A(2A) Adenosine Receptor: A Possible Therapeutic Target for Alzheimer's Disease by Regulating NLRP3 Inflammasome Activity?,"Merighi S, Nigro M, Travagli A, Pasquini S, Borea PA, Varani K, Vincenzi F, Gessi S.",Int J Mol Sci. 2022 May 2;23(9):5056. doi: 10.3390/ijms23095056.,Merighi S,Int J Mol Sci,2022,14-05-2022,PMC9101264,,10.3390/ijms23095056
35563253,The Role of the Microbiota-Gut-Brain Axis in the Development of Alzheimer's Disease,"Wiatrak B, Balon K, Jawień P, Bednarz D, Jęśkowiak I, Szeląg A.",Int J Mol Sci. 2022 Apr 27;23(9):4862. doi: 10.3390/ijms23094862.,Wiatrak B,Int J Mol Sci,2022,14-05-2022,PMC9104401,,10.3390/ijms23094862
35563031,Antidiabetic Drugs in the Treatment of Alzheimer's Disease,"Michailidis M, Tata DA, Moraitou D, Kavvadas D, Karachrysafi S, Papamitsou T, Vareltzis P, Papaliagkas V.",Int J Mol Sci. 2022 Apr 22;23(9):4641. doi: 10.3390/ijms23094641.,Michailidis M,Int J Mol Sci,2022,14-05-2022,PMC9102472,,10.3390/ijms23094641
35557606,ACU193: An Immunotherapeutic Poised to Test the Amyloid β Oligomer Hypothesis of Alzheimer's Disease,"Krafft GA, Jerecic J, Siemers E, Cline EN.",Front Neurosci. 2022 Apr 26;16:848215. doi: 10.3389/fnins.2022.848215. eCollection 2022.,Krafft GA,Front Neurosci,2022,13-05-2022,PMC9088393,,10.3389/fnins.2022.848215
35553407,Targeting Genetic Modifiers of HBG Gene Expression in Sickle Cell Disease: The miRNA Option,"Starlard-Davenport A, Gu Q, Pace BS.",Mol Diagn Ther. 2022 Sep;26(5):497-509. doi: 10.1007/s40291-022-00589-z. Epub 2022 May 12.,Starlard-Davenport A,Mol Diagn Ther,2022,13-05-2022,PMC9098152,,10.1007/s40291-022-00589-z
35550158,Association between lower body temperature and increased tau pathology in cognitively normal older adults,"Blessing EM, Parekh A, Betensky RA, Babb J, Saba N, Debure L, Varga AW, Ayappa I, Rapoport DM, Butler TA, de Leon MJ, Wisniewski T, Lopresti BJ, Osorio RS.",Neurobiol Dis. 2022 Sep;171:105748. doi: 10.1016/j.nbd.2022.105748. Epub 2022 May 10.,Blessing EM,Neurobiol Dis,2022,13-05-2022,PMC9751849,NIHMS1856912,10.1016/j.nbd.2022.105748
35547737,Lactoferrin as Immune-Enhancement Strategy for SARS-CoV-2 Infection in Alzheimer's Disease Patients,"Bartolomé F, Rosa L, Valenti P, Lopera F, Hernández-Gallego J, Cantero JL, Orive G, Carro E.",Front Immunol. 2022 Apr 25;13:878201. doi: 10.3389/fimmu.2022.878201. eCollection 2022.,Bartolomé F,Front Immunol,2022,13-05-2022,PMC9083828,,10.3389/fimmu.2022.878201
35546606,Diagnostic accuracy of keystroke dynamics as digital biomarkers for fine motor decline in neuropsychiatric disorders: a systematic review and meta-analysis,"Alfalahi H, Khandoker AH, Chowdhury N, Iakovakis D, Dias SB, Chaudhuri KR, Hadjileontiadis LJ.",Sci Rep. 2022 May 11;12(1):7690. doi: 10.1038/s41598-022-11865-7.,Alfalahi H,Sci Rep,2022,13-05-2022,PMC9095860,,10.1038/s41598-022-11865-7
35532913,"Safety, Tolerability, and Immunogenicity of the ACI-24 Vaccine in Adults With Down Syndrome: A Phase 1b Randomized Clinical Trial","Rafii MS, Sol O, Mobley WC, Delpretti S, Skotko BG, Burke AD, Sabbagh MN, Yuan SH, Rissman RA, Pulsifer M, Evans C, Evans AC, Beth G, Fournier N, Gray JA, Dos Santos AM, Hliva V, Vukicevic M, Kosco-Vilbois M, Streffer J, Pfeifer A, Feldman HH.",JAMA Neurol. 2022 Jun 1;79(6):565-574. doi: 10.1001/jamaneurol.2022.0983.,Rafii MS,JAMA Neurol,2022,09-05-2022,PMC9086937,,10.1001/jamaneurol.2022.0983
35527734,Diagnostic Performance of Generative Adversarial Network-Based Deep Learning Methods for Alzheimer's Disease: A Systematic Review and Meta-Analysis,"Qu C, Zou Y, Ma Y, Chen Q, Luo J, Fan H, Jia Z, Gong Q, Chen T.",Front Aging Neurosci. 2022 Apr 21;14:841696. doi: 10.3389/fnagi.2022.841696. eCollection 2022.,Qu C,Front Aging Neurosci,2022,09-05-2022,PMC9068970,,10.3389/fnagi.2022.841696
35520949,Neuroinflammation as a Potential Therapeutic Target in Alzheimer's Disease,"Liu P, Wang Y, Sun Y, Peng G.",Clin Interv Aging. 2022 Apr 29;17:665-674. doi: 10.2147/CIA.S357558. eCollection 2022.,Liu P,Clin Interv Aging,2022,06-05-2022,PMC9064449,,10.2147/CIA.S357558
35516416,Alzheimer's disease drug development pipeline: 2022,"Cummings J, Lee G, Nahed P, Kambar MEZN, Zhong K, Fonseca J, Taghva K.",Alzheimers Dement (N Y). 2022 May 4;8(1):e12295. doi: 10.1002/trc2.12295. eCollection 2022.,Cummings J,Alzheimers Dement (N Y),2022,06-05-2022,PMC9066743,,10.1002/trc2.12295
35504802,Diagnostic performance of brief cognitive tests in cognitive impairment screening,"Carnero-Pardo C, Rego-García I, Mené Llorente M, Alonso Ródenas M, Vílchez Carrillo R.",Neurologia (Engl Ed). 2022 Jul-Aug;37(6):441-449. doi: 10.1016/j.nrleng.2019.05.011. Epub 2022 Apr 30.,Carnero-Pardo C,Neurologia (Engl Ed),2022,03-05-2022,,,10.1016/j.nrleng.2019.05.011
35493943,Impact of Anti-amyloid-β Monoclonal Antibodies on the Pathology and Clinical Profile of Alzheimer's Disease: A Focus on Aducanumab and Lecanemab,"Shi M, Chu F, Zhu F, Zhu J.",Front Aging Neurosci. 2022 Apr 12;14:870517. doi: 10.3389/fnagi.2022.870517. eCollection 2022.,Shi M,Front Aging Neurosci,2022,02-05-2022,PMC9039457,,10.3389/fnagi.2022.870517
35491418,Clinical outcome measures in dementia with Lewy bodies trials: critique and recommendations,"Rodriguez-Porcel F, Wyman-Chick KA, Abdelnour Ruiz C, Toledo JB, Ferreira D, Urwyler P, Weil RS, Kane J, Pilotto A, Rongve A, Boeve B, Taylor JP, McKeith I, Aarsland D, Lewis SJG; Lewy Body Dementias Clinical Trials Workgroup from the Lewy Body Dementias Professional Interest Area - Alzheimer’s Association International Society to Advance Alzheimer’s Research and Treatment (ISTAART)+.",Transl Neurodegener. 2022 May 2;11(1):24. doi: 10.1186/s40035-022-00299-w.,Rodriguez-Porcel F,Transl Neurodegener,2022,01-05-2022,PMC9059356,,10.1186/s40035-022-00299-w
35489824,Therapeutic news in Alzheimer's disease: Soon a disease-modifying therapy?,Villain N.,Rev Neurol (Paris). 2022 May;178(5):437-440. doi: 10.1016/j.neurol.2022.02.456. Epub 2022 Apr 28.,Villain N,Rev Neurol (Paris),2022,30-04-2022,,,10.1016/j.neurol.2022.02.456
35486412,The effects of selective serotonin reuptake inhibitors on memory functioning in older adults: A systematic literature review,"Schulkens JE, Deckers K, Jenniskens M, Blokland A, Verhey FR, Sobczak S.",J Psychopharmacol. 2022 May;36(5):578-593. doi: 10.1177/02698811221080462. Epub 2022 Apr 29.,Schulkens JE,J Psychopharmacol,2022,29-04-2022,PMC9112622,,10.1177/02698811221080462
35484991,Improvement of poststroke cognitive impairment by intermittent theta bursts: A double-blind randomized controlled trial,"Li W, Wen Q, Xie YH, Hu AL, Wu Q, Wang YX.",Brain Behav. 2022 Jun;12(6):e2569. doi: 10.1002/brb3.2569. Epub 2022 Apr 29.,Li W,Brain Behav,2022,29-04-2022,PMC9226849,,10.1002/brb3.2569
35473731,Comparative safety and efficacy of cognitive enhancers for Alzheimer's dementia: a systematic review with individual patient data network meta-analysis,"Veroniki AA, Ashoor HM, Rios P, Seitidis G, Stewart L, Clarke M, Tudur-Smith C, Mavridis D, Hemmelgarn BR, Holroyd-Leduc J, Straus SE, Tricco AC.",BMJ Open. 2022 Apr 26;12(4):e053012. doi: 10.1136/bmjopen-2021-053012.,Veroniki AA,BMJ Open,2022,27-04-2022,PMC9045061,,10.1136/bmjopen-2021-053012
35466206,The Possible Application of Ketamine in the Treatment of Depression in Alzheimer's Disease,"Mohammad Shehata I, Masood W, Nemr N, Anderson A, Bhusal K, Edinoff AN, Cornett EM, Kaye AM, Kaye AD.",Neurol Int. 2022 Mar 22;14(2):310-321. doi: 10.3390/neurolint14020025.,Mohammad Shehata I,Neurol Int,2022,25-04-2022,PMC9036213,,10.3390/neurolint14020025
